,state,comid,agro_processing,milling_facility,feed_mill,corn_husker,cocoa_mill,palm_oil_mill,rice_husker,crop_processing_facility,electricity_available,land_degradation_pct,increase_land_degradation,abandoned_farm_pct,land_issue_soil_erosion,land_issue_poor_roads,land_issue_other,produce_transport_method,extension_services_present,storage_facility_available,challenge_crop_diseases,challenge_animal_damage,sales_difficulties,poor_transport,main_crop_planted
635,KWARA,COM0009972,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1%-25%,Increasing,None (0%),,,,Bicycle,Yes,No,Yes,Yes,Yes,Yes,CASSAVA
636,PLATEAU,COM0023537,No,,,,,,,,No,26%-50%,Increasing,1%-25%,0.0,0.0,2.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
637,PLATEAU,COM0014358,Yes,No,No,Yes,No,No,Yes,No,No,26%-50%,Decreasing,1%-25%,0.0,0.0,2.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,MAIZE
638,PLATEAU,COM0001830,No,,,,,,,,Yes,None (0%),,76%-100%,0.0,0.0,0.0,Tricycle/Motorcycle,Yes,No,No,No,No,No,MAIZE
639,KOGI,COM0023707,Yes,No,No,No,No,Yes,No,Yes,No,1%-25%,Decreasing,1%-25%,2.0,0.0,3.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,GUINEA CORN (SORGHUM)
640,PLATEAU,COM0009516,Yes,No,No,Yes,No,No,No,No,Yes,1%-25%,Increasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,Yes,No,No,MAIZE
641,KOGI,COM0012438,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,1%-25%,Decreasing,26%-50%,0.0,0.0,0.0,Foot,No,Yes,No,Yes,No,No,CASSAVA
642,PLATEAU,COM0007394,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
643,NIGER,COM0009749,Yes,No,No,No,No,No,Yes,No,Yes,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,Yes,Yes,No,No,No,No,RICE
644,NIGER,COM0000155,No,,,,,,,,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, WHITE"
645,NIGER,COM0003188,Yes,No,Yes,No,No,No,No,No,Yes,None (0%),,1%-25%,2.0,3.0,0.0,Car/Van,No,No,No,No,No,Yes,MAIZE
646,NIGER,COM0008829,Yes,No,No,No,No,No,Yes,No,No,51%-75%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,Yes,No,Yes,No,Yes,RICE
647,KWARA,COM0025282,Yes,No,No,No,No,No,No,Yes,Yes,26%-50%,Decreasing,1%-25%,0.0,3.0,0.0,Car/Van,No,No,Yes,Yes,Yes,Yes,CASSAVA
648,NASARAWA,COM0002621,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,Yes,
649,KOGI,COM0002606,No,,,,,,,,Yes,1%-25%,Increasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
650,BENUE,COM0005322,No,,,,,,,,No,1%-25%,Staying the same,None (0%),,,,Car/Van,No,No,No,No,Yes,Yes,"YAM, WHITE"
651,KOGI,COM0001103,Yes,No,No,No,No,No,No,No,No,None (0%),,26%-50%,0.0,0.0,1.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,CASSAVA
652,KOGI,COM0004683,Yes,No,No,No,No,No,No,No,No,1%-25%,Increasing,1%-25%,0.0,3.0,2.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,CASSAVA
653,NIGER,COM0006828,Yes,No,No,No,No,No,No,Yes,Yes,26%-50%,Staying the same,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,Yes,BEANS/COWPEA
654,NIGER,COM0008560,Yes,Yes,No,No,No,No,No,No,No,1%-25%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,RICE
655,BENUE,COM0025373,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
656,NIGER,COM0016758,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1%-25%,Staying the same,1%-25%,0.0,0.0,2.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,MAIZE
657,BENUE,COM0020838,No,,,,,,,,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,RICE
658,KOGI,COM0025838,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,MAIZE
659,KOGI,COM0006338,No,,,,,,,,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
660,NASARAWA,COM0024398,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,MAIZE
661,NIGER,COM0012991,Yes,No,No,Yes,No,No,Yes,Yes,Yes,26%-50%,Increasing,1%-25%,0.0,0.0,1.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,MAIZE
662,NASARAWA,COM0001539,No,,,,,,,,No,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,MAIZE
663,BENUE,COM0020879,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,Yes,Yes,CASSAVA
664,KOGI,COM0006561,No,,,,,,,,Yes,1%-25%,Decreasing,1%-25%,0.0,0.0,0.0,Foot,No,No,No,Yes,No,No,CASSAVA
665,NIGER,COM0016822,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Car/Van,No,Yes,No,No,No,Yes,GUINEA CORN (SORGHUM)
666,NIGER,COM0018002,Yes,No,No,No,No,No,No,No,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,GUINEA CORN (SORGHUM)
667,PLATEAU,COM0011452,Yes,Yes,No,Yes,No,No,No,No,No,None (0%),,None (0%),,,,Car/Van,No,No,Yes,Yes,Yes,Yes,MAIZE
668,NIGER,COM0003241,Yes,No,No,Yes,No,No,Yes,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
669,NASARAWA,COM0023853,Yes,Yes,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,MAIZE
670,KOGI,COM0024390,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,Yes,CASSAVA
671,NIGER,COM0019457,Yes,Yes,No,Yes,No,No,No,No,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,"YAM, WHITE"
672,BENUE,COM0019526,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
673,KWARA,COM0006534,Yes,No,No,No,No,No,No,No,Yes,51%-75%,Decreasing,None (0%),,,,Car/Van,No,No,Yes,Yes,Yes,Yes,GROUND NUT/PEANUTS
674,PLATEAU,COM0005596,Yes,Yes,No,Yes,No,No,No,No,No,None (0%),,None (0%),,,,Car/Van,No,No,Yes,Yes,No,Yes,"YAM, WHITE"
675,PLATEAU,COM0025572,No,,,,,,,,No,1%-25%,Increasing,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
676,NIGER,COM0011284,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,Yes,No,Yes,Yes,Yes,Yes,
677,PLATEAU,COM0017737,No,,,,,,,,Yes,51%-75%,Staying the same,51%-75%,0.0,3.0,0.0,Tricycle/Motorcycle,Yes,No,Yes,Yes,No,Yes,MAIZE
678,NASARAWA,COM0000884,Yes,Yes,No,Yes,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,BEENI-SEED/SESAME
679,FCT,COM0003688,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,Yes,
680,PLATEAU,COM0014717,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
681,BENUE,COM0016219,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
682,KOGI,COM0022391,No,,,,,,,,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,CASSAVA
683,KOGI,COM0016601,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
684,KWARA,COM0003018,Yes,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,Yes,No,Yes,No,Yes,CASSAVA
685,NIGER,COM0009559,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,MAIZE
686,NIGER,COM0021314,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,51%-75%,Increasing,26%-50%,0.0,2.0,3.0,Foot,No,No,Yes,Yes,No,No,BEANS/COWPEA
687,PLATEAU,COM0020632,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,
688,PLATEAU,COM0020410,No,,,,,,,,No,None (0%),,1%-25%,0.0,0.0,1.0,Tricycle/Motorcycle,Yes,No,Yes,Yes,Yes,Yes,
689,NIGER,COM0017887,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,MAIZE
690,BENUE,COM0008626,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,"YAM, WHITE"
691,NIGER,COM0001427,Yes,No,No,No,No,No,Yes,No,Yes,1%-25%,Decreasing,None (0%),,,,Foot,No,No,Yes,Yes,No,No,"YAM, WHITE"
692,KOGI,COM0024297,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,51%-75%,Decreasing,51%-75%,1.0,0.0,2.0,Foot,Yes,No,Yes,No,No,Yes,RICE
693,NASARAWA,COM0008300,Yes,Yes,No,Yes,No,No,Yes,No,Yes,26%-50%,Increasing,1%-25%,0.0,0.0,0.0,Foot,No,No,Yes,No,No,Yes,MAIZE
694,KOGI,COM0012224,Yes,No,No,No,No,No,No,No,No,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
695,NASARAWA,COM0021312,No,Yes,No,Yes,No,No,Yes,No,No,1%-25%,Decreasing,1%-25%,3.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,MAIZE
696,KOGI,COM0004206,Yes,No,No,No,No,Yes,No,Yes,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,SOYA BEANS
697,BENUE,COM0008024,Yes,No,No,Yes,No,No,Yes,No,No,1%-25%,Decreasing,26%-50%,0.0,0.0,0.0,Car/Van,No,No,Yes,No,Yes,Yes,"YAM, THREE LEAVED"
698,BENUE,COM0022998,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
699,BENUE,COM0009626,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,"YAM, WHITE"
700,KWARA,COM0020716,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,MAIZE
701,KOGI,COM0005061,Yes,Yes,No,No,No,No,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
702,FCT,COM0004771,Yes,Yes,Yes,Yes,No,No,No,No,Yes,26%-50%,Decreasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,Yes,No,No,No,No,Yes,MAIZE
703,NIGER,COM0000360,Yes,No,No,No,No,No,No,No,No,None (0%),,1%-25%,0.0,0.0,1.0,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
704,FCT,COM0017558,Yes,Yes,No,No,No,No,No,No,No,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,MAIZE
705,PLATEAU,COM0003493,No,,,,,,,,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,MAIZE
706,BENUE,COM0006648,Yes,Yes,No,No,No,Yes,No,Yes,No,None (0%),,None (0%),,,,Foot,Yes,No,No,No,Yes,Yes,CASSAVA
707,NIGER,COM0012921,No,,,,,,,,No,None (0%),,1%-25%,1.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,No,MAIZE
708,KWARA,COM0021516,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,MAIZE
709,KOGI,COM0019399,Yes,No,No,No,No,No,No,No,No,1%-25%,Increasing,1%-25%,0.0,2.0,0.0,Car/Van,No,No,No,No,Yes,Yes,
710,PLATEAU,COM0014435,Yes,Yes,No,No,No,No,No,Yes,No,1%-25%,Increasing,1%-25%,2.0,0.0,0.0,Car/Van,No,No,No,Yes,Yes,Yes,MAIZE
711,BENUE,COM0015851,Yes,Yes,No,No,No,No,Yes,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,Yes,No,No,No,Yes,CASSAVA
712,NASARAWA,COM0017868,Yes,No,No,Yes,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,Yes,Yes,Yes,No,Yes,No,
713,KOGI,COM0014522,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Car/Van,No,No,No,Yes,Yes,Yes,MAIZE
714,NIGER,COM0021542,No,No,No,Yes,No,No,No,No,No,1%-25%,Decreasing,26%-50%,0.0,0.0,0.0,Boat/Canoe,No,No,Yes,No,No,No,
715,NASARAWA,COM0025236,Yes,Yes,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,
716,NIGER,COM0016220,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Bicycle,Yes,No,No,Yes,No,Yes,
717,KOGI,COM0005684,Yes,No,No,No,No,No,No,Yes,Yes,None (0%),,None (0%),,,,Car/Van,No,No,Yes,Yes,No,Yes,
718,KWARA,COM0026323,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,26%-50%,Increasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
719,PLATEAU,COM0017569,No,,,,,,,,No,76%-100%,Increasing,None (0%),,,,Foot,No,No,Yes,No,Yes,Yes,MILLET/MAIWA
720,PLATEAU,COM0002257,Yes,No,No,No,No,No,No,No,No,1%-25%,Staying the same,1%-25%,0.0,0.0,0.0,Car/Van,No,No,No,No,No,No,
721,KWARA,COM0019091,No,,,,,,,,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,MAIZE
722,NASARAWA,COM0009910,Yes,Yes,No,No,No,No,No,No,Yes,51%-75%,Decreasing,None (0%),,,,Foot,Yes,No,No,No,No,No,GUINEA CORN (SORGHUM)
723,KOGI,COM0003053,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,MAIZE
724,PLATEAU,COM0010373,Yes,Yes,No,No,No,No,No,No,No,26%-50%,Increasing,26%-50%,2.0,0.0,0.0,Car/Van,No,No,No,No,No,No,MAIZE
725,KOGI,COM0004327,No,,,,,,,,Yes,1%-25%,Staying the same,None (0%),,,,Car/Van,No,No,Yes,No,No,No,CASSAVA
726,KWARA,COM0017616,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Car/Van,No,No,Yes,Yes,No,No,"YAM, THREE LEAVED"
727,NIGER,COM0024340,Yes,Yes,No,No,No,No,No,No,No,51%-75%,Increasing,51%-75%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,
728,PLATEAU,COM0012976,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,No,
729,FCT,COM0017269,No,,,,,,,,No,1%-25%,Increasing,1%-25%,2.0,3.0,0.0,Car/Van,No,No,Yes,No,No,Yes,GUINEA CORN (SORGHUM)
730,PLATEAU,COM0008467,No,,,,,,,,No,51%-75%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,MAIZE
731,NASARAWA,COM0004655,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,Yes,No,Yes,No,Yes,Yes,MAIZE
732,FCT,COM0006611,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,GUINEA CORN (SORGHUM)
733,KWARA,COM0024949,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,1%-25%,Staying the same,1%-25%,0.0,0.0,0.0,Car/Van,No,No,Yes,Yes,No,Yes,GUINEA CORN (SORGHUM)
734,KOGI,COM0017984,No,,,,,,,,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,
735,FCT,COM0026293,Yes,Yes,No,No,No,No,No,Yes,No,51%-75%,Increasing,None (0%),,,,Car/Van,No,Yes,Yes,Yes,No,Yes,CASSAVA
736,BENUE,COM0025451,No,,,,,,,,No,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,No,"YAM, WHITE"
737,BENUE,COM0021544,No,,,,,,,,Yes,26%-50%,Decreasing,1%-25%,1.0,2.0,3.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,"YAM, WHITE"
738,NASARAWA,COM0009171,Yes,No,No,No,No,No,No,No,No,26%-50%,Increasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,
739,KOGI,COM0011467,Yes,Yes,No,No,No,Yes,No,No,No,51%-75%,Increasing,None (0%),,,,Bicycle,No,No,Yes,Yes,No,Yes,CASSAVA
740,FCT,COM0024354,No,,,,,,,,Yes,None (0%),,26%-50%,0.0,3.0,0.0,Car/Van,No,No,No,No,No,No,MAIZE
741,PLATEAU,COM0018854,No,,,,,,,,No,26%-50%,Increasing,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
742,BENUE,COM0026356,No,,,,,,,,Yes,51%-75%,Increasing,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
743,NIGER,COM0006542,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,Yes,No,No,No,Yes,MAIZE
744,NIGER,COM0021789,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
745,NIGER,COM0016902,No,,,,,,,,No,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,GUINEA CORN (SORGHUM)
746,NIGER,COM0008086,Yes,No,No,No,No,No,No,Yes,Yes,None (0%),,1%-25%,0.0,0.0,1.0,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
747,BENUE,COM0005740,Yes,No,No,No,No,No,Yes,Yes,Yes,26%-50%,Decreasing,26%-50%,0.0,0.0,2.0,Tricycle/Motorcycle,No,Yes,Yes,No,No,No,WATER YAM
748,NIGER,COM0016389,Yes,No,No,Yes,No,No,Yes,Yes,Yes,51%-75%,Increasing,None (0%),,,,Car/Van,No,Yes,No,No,No,No,CASSAVA
749,FCT,COM0009679,Yes,No,No,Yes,No,No,Yes,No,Yes,None (0%),,None (0%),,,,Car/Van,No,No,Yes,No,No,Yes,
750,BENUE,COM0014366,No,,,,,,,,No,None (0%),,None (0%),,,,Car/Van,No,No,Yes,No,No,No,"YAM, WHITE"
751,BENUE,COM0008437,No,,,,,,,,No,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,RICE
752,KOGI,COM0010249,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,Yes,No,Yes,Yes,Yes,Yes,MAIZE
753,NIGER,COM0010011,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,
754,KOGI,COM0003546,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
755,NIGER,COM0003628,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,Yes,Yes,Yes,No,Yes,MAIZE
756,PLATEAU,COM0012093,No,,,,,,,,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,Yes,No,Yes,Yes,No,No,MAIZE
757,PLATEAU,COM0007095,No,,,,,,,,No,None (0%),,None (0%),,,,Car/Van,No,No,Yes,Yes,No,No,MAIZE
758,FCT,COM0009943,Yes,No,No,Yes,No,No,Yes,No,No,None (0%),,None (0%),,,,Car/Van,No,No,Yes,Yes,No,Yes,MAIZE
759,KOGI,COM0013014,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,,,,,
760,KWARA,COM0000003,Yes,Yes,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,"YAM, THREE LEAVED"
761,BENUE,COM0006691,Yes,Yes,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,"YAM, WHITE"
762,NIGER,COM0002775,No,,,,,,,,No,None (0%),,1%-25%,2.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,MAIZE
763,BENUE,COM0010699,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,GUINEA CORN (SORGHUM)
764,BENUE,COM0024059,No,,,,,,,,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,Yes,No,
765,NASARAWA,COM0020475,No,,,,,,,,No,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,MAIZE
766,KOGI,COM0003627,Yes,Yes,No,No,No,No,No,No,Yes,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,
767,FCT,COM0026392,Yes,Yes,No,Yes,No,No,Yes,No,No,51%-75%,Increasing,None (0%),,,,Car/Van,No,Yes,Yes,Yes,No,Yes,SOYA BEANS
768,BENUE,COM0006879,Yes,No,No,No,No,No,Yes,No,Yes,1%-25%,Increasing,None (0%),,,,Foot,No,No,No,No,No,Yes,"YAM, THREE LEAVED"
769,PLATEAU,COM0025889,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,GUINEA CORN (SORGHUM)
770,NIGER,COM0001827,Yes,Yes,No,No,No,No,Yes,No,Yes,26%-50%,Increasing,None (0%),,,,Bicycle,No,No,Yes,Yes,No,No,MAIZE
771,BENUE,COM0016165,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,
772,NASARAWA,COM0002672,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,GUINEA CORN (SORGHUM)
773,BENUE,COM0011087,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,"YAM, WHITE"
774,PLATEAU,COM0019668,No,,,,,,,,No,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,"YAM, WHITE"
775,KWARA,COM0026517,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,No,
776,PLATEAU,COM0015762,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
777,NIGER,COM0024692,No,,,,,,,,Yes,1%-25%,Increasing,1%-25%,0.0,2.0,0.0,Tricycle/Motorcycle,No,No,No,Yes,No,No,MAIZE
778,NASARAWA,COM0017179,Yes,No,No,Yes,No,No,Yes,Yes,No,1%-25%,Decreasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,"YAM, WHITE"
779,KOGI,COM0016837,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,MAIZE
780,PLATEAU,COM0020922,Yes,No,No,No,No,No,Yes,No,No,51%-75%,Increasing,51%-75%,0.0,0.0,0.0,Foot,No,No,Yes,No,No,No,MAIZE
781,KOGI,COM0019058,Yes,No,No,No,No,No,Yes,No,Yes,None (0%),,None (0%),,,,Foot,No,Yes,No,No,No,Yes,CASSAVA
782,NASARAWA,COM0014106,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,None (0%),,None (0%),,,,Car/Van,No,No,Yes,Yes,Yes,Yes,
783,NIGER,COM0021839,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,
784,KOGI,COM0015643,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,MAIZE
785,PLATEAU,COM0015938,Yes,Yes,No,No,No,No,No,No,No,26%-50%,Increasing,None (0%),,,,Bicycle,No,No,Yes,No,No,Yes,MAIZE
786,PLATEAU,COM0001828,Yes,No,No,Yes,No,No,Yes,No,Yes,1%-25%,Staying the same,1%-25%,2.0,0.0,0.0,Foot,No,No,Yes,Yes,No,Yes,MAIZE
787,BENUE,COM0022469,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
788,KOGI,COM0000967,No,,,,,,,,No,1%-25%,Decreasing,None (0%),,,,Car/Van,No,No,Yes,No,No,Yes,MAIZE
789,KWARA,COM0008044,No,,,,,,,,Yes,1%-25%,Increasing,1%-25%,3.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,Yes,No,No,MAIZE
790,KOGI,COM0009957,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
791,KOGI,COM0004854,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,
792,PLATEAU,COM0002813,Yes,No,No,No,No,No,Yes,No,Yes,None (0%),,26%-50%,0.0,0.0,1.0,Car/Van,No,No,Yes,Yes,No,No,MAIZE
793,KOGI,COM0016857,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,26%-50%,Increasing,26%-50%,2.0,0.0,3.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
794,NIGER,COM0015057,Yes,Yes,No,No,Yes,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,MILLET/MAIWA
